name,address,city,state,postal_code,latitude,longitude,stars,categories
The Cookin Coop,,Charlotte,NC,,35.2270869,-80.8431267,5,Breakfast & Brunch;Food;Burgers;Fast Food;Restaurants;Food Trucks
The Cooking Pot,"5622 E Independence Blvd, Ste 129",Charlotte,NC,28212,35.1817769,-80.756373,4,Restaurants;African
The Corner Bar,"2016 Ayrsley Town Blvd, Ste A1",Charlotte,NC,28273,35.1382777,-80.9315499,4.5,Bars;American (New);Nightlife;Restaurants
The Corner Pub,335 N Graham St,Charlotte,NC,28263,35.232957,-80.844128,4,Restaurants;Nightlife;American (Traditional);Bars;Pubs
The Cornwell Center,2001 Selwyn Ave,Charlotte,NC,28207,35.1886405,-80.8306392,4.5,Local Services;Community Service/Non-Profit
The Cosmetic Company Store,5404 New Fashion Way,Charlotte,NC,28278,35.1707883,-80.9709659,3,Shopping;Cosmetics & Beauty Supply;Outlet Stores;Beauty & Spas
The Cotton Room,"144 Brevard Ct, Ste B",Charlotte,NC,28202,35.226008,-80.846744,4,Bars;Nightlife;Cocktail Bars;Lounges
The Counter: Custom Built Burgers,"4310 Sharon Rd, Ste X05",Charlotte,NC,28211,35.15212638,-80.82791805,3.5,Burgers;Restaurants;Hot Dogs
The Cowfish Sushi Burger Bar,"4310 Sharon Rd, Ste X05",Charlotte,NC,28211,35.15272484,-80.82795331,4,Restaurants;Asian Fusion;Burgers;Sushi Bars
The Createry,,Charlotte,NC,28231,35.2219554,-80.8328724,4.5,Event Planning & Services;Arts & Entertainment;Bars;Party & Event Planning;Nightlife
The Creative Group,"201 S College, Suite 2200",Charlotte,NC,28244,35.225047,-80.84266,3,Professional Services;Employment Agencies
The Creative Stack,,Charlotte,NC,28226,35.1173473,-80.7990185,5,Graphic Design;Web Design;Marketing;Professional Services
The Cut Barbershop,121 W Trade St,Charlotte,NC,28202,35.2273065,-80.8439269,4,Barbers;Beauty & Spas;Hair Salons
The Daily Details Beauty Bar,"550 S Tryon St, Suite 110",Charlotte,NC,28202,35.2241581,-80.8487419,4.5,Nail Salons;Waxing;Hair Removal;Beauty & Spas;Blow Dry/Out Services;Hair Salons
The Deck,1514 E Blvd,Charlotte,NC,28203,35.209084,-80.857952,3.5,American (Traditional);Seafood;Restaurants
The Dinner A'fare,4620 Piedmont Row Dr,Charlotte,NC,28210,35.152852,-80.840464,3,Food;Do-It-Yourself Food
The Dinner Detective,3315 Scott Futrell Dr,Charlotte,NC,28208,35.237471,-80.922732,2.5,Arts & Entertainment;Nightlife;Party & Event Planning;Comedy Clubs;Event Planning & Services;Yelp Events;Performing Arts;Local Flavor;Restaurants;American (Traditional);Venues & Event Spaces
The Dog Bar,3307 N Davidson St,Charlotte,NC,28205,35.2480315,-80.8042755,4,Pets;Bars;Nightlife
The Dog Salon,"1318 Central Ave, Ste E-1",Charlotte,NC,28205,35.219193,-80.81496,4,Pet Groomers;Pet Sitting;Pet Stores;Pets;Local Services;Pet Services
The Duke Mansion,400 Hermitage Rd,Charlotte,NC,28207,35.201488,-80.827479,4.5,Bed & Breakfast;Venues & Event Spaces;Hotels;Event Planning & Services;Hotels & Travel
The Dumpling Lady,,Charlotte,NC,28205,35.2263714,-80.7990185,4.5,Specialty Food;Food Delivery Services;Event Planning & Services;Noodles;Food;Szechuan;Caterers;Ethnic Food;Chinese;Restaurants;Food Trucks
The Edge,1300 Varsity Ln,Charlotte,NC,28262,35.3110518,-80.7250229,1,Real Estate;Home Services;University Housing;Apartments
The Edge @ NoDa,229 Hilo Dr,Charlotte,NC,28206,35.2559831,-80.8046112,4.5,Real Estate;Home Services;Apartments
The Encore SouthPark,6205 Morrison Blvd,Charlotte,NC,28211,35.156573,-80.835902,4.5,Apartments;Home Services;Real Estate
The EpiCentre,210 E Trade St,Charlotte,NC,28202,35.22621008,-80.84265427,3.5,Restaurants;Nightlife;Shopping Centers;Bars;Shopping
The Evening Muse,3227 N Davidson St,Charlotte,NC,28205,35.2477217,-80.8048168,4,Bars;Music Venues;Nightlife;Arts & Entertainment
The Fairways At Piper Glen,6200 Birkdale Valley Dr,Charlotte,NC,28277,35.080412,-80.817459,1,Apartments;Real Estate;Home Services
The Farm,3900 Rocky River Rd,Charlotte,NC,28215,35.2737539,-80.70455,3,Festivals;Arts & Entertainment
The Fat Parrot,5416 Mount Holly Huntersville Rd,Charlotte,NC,28263,35.335627,-80.922953,5,Bars;Nightlife
The Fig Tree Restaurant,1601 E 7th St,Charlotte,NC,28204,35.216586,-80.822557,4.5,Restaurants;American (New);Italian;French
The Fillmore Charlotte,820 Hamilton St,Charlotte,NC,28206,35.239885,-80.845306,3.5,Music Venues;Dance Clubs;Arts & Entertainment;Event Planning & Services;Nightlife;Venues & Event Spaces
The Fire House Casual Living Store,10216 Johnston Rd,Charlotte,NC,28210,35.092006,-80.857229,4.5,Home Services;Home Decor;Home & Garden;Outdoor Furniture Stores;Appliances;Heating & Air Conditioning/HVAC;Grilling Equipment;Fireplace Services;Furniture Stores;Shopping
The Fire House Casual Living Store,6620 W Wt Harris Blvd,Charlotte,NC,28269,35.344468,-80.83734,4.5,Grilling Equipment;Appliances;Home & Garden;Shopping;Fireplace Services;Outdoor Furniture Stores;Furniture Stores;Home Services;Heating & Air Conditioning/HVAC
The Fitness Factory,2226 North Davidson St,Charlotte,NC,28205,35.2396391,-80.8143457,4.5,Active Life;Gyms;Fitness & Instruction
The Flats At Campus Pointe,1201 Campus Pointe Ct,Charlotte,NC,28262,35.311554,-80.72071,1.5,University Housing;Real Estate;Apartments;Home Services
The Flying Biscuit Cafe - Charlotte,4241 Park Rd,Charlotte,NC,28209,35.17422927,-80.84814191,4,American (New);Southern;Restaurants;Soul Food;Breakfast & Brunch;Vegetarian
The Forum,300 N College St,Charlotte,NC,28202,35.2278411,-80.8394745,2.5,Nightlife;Dance Clubs
The Fresh Market,10828 Providence Rd,Charlotte,NC,28277,35.061482,-80.771475,3,Grocery;Organic Stores;Beer;Wine & Spirits;Food
The Fresh Market,3024 Prosperity Church Rd,Charlotte,NC,28269,35.3434293,-80.7695827,3.5,Food;Grocery;Specialty Food
The Fresh Market,7625 Pineville Matthews Rd,Charlotte,NC,28226,35.086472,-80.84855,4,Bakeries;Health Markets;Farmers Market;Grocery;Specialty Food;Ethnic Food;Coffee & Tea;Food;Fruits & Veggies;Imported Food;Cheese Shops;Beer;Wine & Spirits
The Fresh Market,4223 Providence Rd,Charlotte,NC,28211,35.1565242,-80.794503,3.5,Health Markets;Grocery;Specialty Food;Food;Beer;Wine & Spirits
The Fresh Market,1440 East Blvd,Charlotte,NC,28203,35.2001443,-80.8438504,4,Beer;Wine & Spirits;Specialty Food;Grocery;Health Markets;Food
The Fresh Shop,"2424 N Davidson St, Ste 110-D",Charlotte,NC,28205,35.24047135,-80.81153422,5,Home Cleaning;Home & Garden;Shopping;Home Services;Beauty & Spas;Shopping Centers;Cosmetics & Beauty Supply
The Frozen Isle,"101 S Tryon St, Ste 10",Charlotte,NC,28280,35.2263267,-80.8429359,4.5,Food;Ice Cream & Frozen Yogurt
The Fudgery,210 E Trade St,Charlotte,NC,28202,35.225324,-80.842187,5,Food;Desserts
The Furniture Connector,129 Southside Dr,Charlotte,NC,28217,35.2007332,-80.86905556,5,Home Services;Home Decor;Interior Design;Furniture Stores;Shopping;Home & Garden
The Gallery,1320 S Church St,Charlotte,NC,28203,35.220037,-80.856953,4,Bars;Art Galleries;Food;Shopping;Nightlife;Wine Bars;Arts & Entertainment;Restaurants;Bakeries
The Garden Grille & Bar,508 E Martin Luther King Jr Blvd,Charlotte,NC,28202,35.2206816,-80.8429512,3.5,Restaurants;American (Traditional)
The Gateau Baking,224 E 7th St,Charlotte,NC,28202,35.22765487,-80.83792646,4.5,Custom Cakes;Food;Cupcakes;Bakeries
The Gentleman's Club,200 W Woodlawn Rd,Charlotte,NC,28217,35.1808732,-80.8839098,2,Bars;Adult Entertainment;Pubs;Nightlife
The Glass House,"2820 Selwyn Ave, Ste 180",Charlotte,NC,28209,35.1746489,-80.8397621,4.5,Wine Bars;Bars;Nightlife
The Gold Club,5624 Old Pineville Rd,Charlotte,NC,28217,35.1634781,-80.8787818,3,Adult Entertainment;Nightlife
The Golden Coast II,3020 Prosperity Church Rd,Charlotte,NC,28269,35.3432482,-80.7690779,2.5,Chinese;Restaurants
The Golf Club at Ballantyne,10000 Ballantyne Cmns Pkwy,Charlotte,NC,28277,35.056497,-80.8481935,4,Active Life;Golf Lessons;Fitness & Instruction;Golf
The Grape at Northlake Mall,"6801 Northlake Mall Dr, Ste 246",Charlotte,NC,28216,35.3530844,-80.8550431,4,Bars;Wine Bars;Nightlife;Food;Beer;Wine & Spirits
The Grayson Apartment Homes,6001 Bennettsville Ln,Charlotte,NC,28262,35.30263,-80.798655,1.5,Home Services;Real Estate;Apartments
The Great American Bagel Bakery,Charlotte Douglas International Airport,Charlotte,NC,28208,35.22065426,-80.94010949,2,Restaurants;Food;Bagels;Sandwiches
The Great American Bagel Bakery,5501 Josh Birmingham Pkwy,Charlotte,NC,28208,35.2184907,-80.9453334,3.5,Bagels;Food
The Great Wagon Road Distilling Co,227 Southside Dr,Charlotte,NC,28217,35.18601091,-80.88103451,4.5,Cocktail Bars;Nightlife;Bars;Distilleries;Food
The Green,425 S Tryon St,Charlotte,NC,28202,35.223994,-80.846913,4.5,Event Planning & Services;Venues & Event Spaces;Parks;Active Life
The Greener Apple,1306 The Plz,Charlotte,NC,28205,35.2270869,-80.8431267,4.5,Specialty Food;Health Markets;Food
The Grid Powered by Goodwill,9605 N Tryon St,Charlotte,NC,28262,35.3171442,-80.7402025,2.5,Community Service/Non-Profit;Computers;Fashion;Electronics;Shopping;Local Services;Thrift Stores;Used;Vintage & Consignment
The Grooming Lounge,6801 Northlake Mall Dr,Charlotte,NC,28216,35.35217014,-80.84943138,4,Beauty & Spas;Barbers;Hair Salons
The Grounds Bookstore and Cafe,8335 Browne Rd,Charlotte,NC,28269,35.3557955,-80.799422,4.5,Food;Bookstores;Coffee & Tea;Books;Mags;Music & Video;Shopping
The Grout Medic of Charlotte,"8201 Arrowridge Blvd, Ste 140",Charlotte,NC,28273,35.1321868,-80.9097819,5,Flooring;Home Services;Tiling
The Groutsmith,9716 -B Rea Rd,Charlotte,NC,28277,35.0365305,-80.8066979,3.5,Home Cleaning;Grout Services;Contractors;Damage Restoration;Flooring;Home Services
The Guys Place - A Hair Salon for Men,"8332 Pineville-Matthews Rd, Ste 204",Charlotte,NC,28226,35.088498,-80.860703,4.5,Men's Hair Salons;Hair Salons;Hair Removal;Waxing;Beauty & Spas
The GyroMan,,Charlotte,NC,28202,35.2326781,-80.8460822,5,Mediterranean;Halal;Food Stands;Restaurants;Greek;Afghan
The Hamptons at Southpark Apartments,4401 Hampton Ridge Drive,Charlotte,NC,28210,35.1288764,-80.8357004,1,Home Services;Apartments;Real Estate
The Handyman and Wife,6301 Long Pine Dr,Charlotte,NC,28227,35.214566,-80.715092,5,Painters;Windows Installation;Home Services;Handyman;Carpenters;Furniture Assembly
The Harvey B. Gantt Center For African American Arts & Culture,551 S Tryon St,Charlotte,NC,28202,35.2230957,-80.8479199,4,Arts & Entertainment;Museums
The Herban Legend,,Charlotte,NC,28202,35.227415,-80.84523,4,Food Trucks;Food;Street Vendors
The Home Depot,14310 Rivergate Pkwy,Charlotte,NC,28273,35.10106946,-80.98408699,3.5,Home & Garden;Shopping;Nurseries & Gardening;Hardware Stores;Appliances
The Home Depot,4750 South Blvd,Charlotte,NC,28217,35.17386094,-80.877496,2.5,Flooring;Home Services;Nurseries & Gardening;Hardware Stores;Home & Garden;Shopping;Building Supplies;Lighting Fixtures & Equipment;Appliances
The Home Depot,1220 N Wendover Rd,Charlotte,NC,28211,35.1937045,-80.79191638,2.5,Hardware Stores;Appliances;Nurseries & Gardening;Shopping;Home & Garden
The Home Depot,5415 Ballantyne Commons Pkwy,Charlotte,NC,28277,35.062366,-80.774166,2.5,Appliances;Home & Garden;Shopping;Nurseries & Gardening;Hardware Stores
The Home Depot,9501 Albemarle Rd,Charlotte,NC,28227,35.21253985,-80.68165451,3,Nurseries & Gardening;Appliances;Shopping;Hardware Stores;Home & Garden
The Home Depot,8135 University Cty Blvd,Charlotte,NC,28213,35.29642327,-80.74926496,3,Nurseries & Gardening;Home & Garden;Hardware Stores;Appliances;Shopping
The Home Goods Store,Rea Road At Blakeney Shopping Mall,Charlotte,NC,28263,35.21,-80.69,3.5,Shopping
The Hop Shop,818 Lamar Ave,Charlotte,NC,28204,35.22035215,-80.81696726,4.5,Nightlife;Beer Bar;Bars;Wine Bars
The Hub Bar And Grill,2707 Little Rock Rd,Charlotte,NC,28214,35.24015116,-80.93718001,3.5,Bars;American (New);Sports Bars;Restaurants;Nightlife
The Impeccable Pig,720 Governor Morrison,Charlotte,NC,28211,35.1568005,-80.824157,3.5,Accessories;Women's Clothing;Fashion;Shopping
The Imperial,300 N College St,Charlotte,NC,28202,35.2278319,-80.8392384,4,Cocktail Bars;Lounges;Nightlife;Jazz & Blues;Arts & Entertainment;Bars
The Improper Pig,110 S Sharon Amity Rd,Charlotte,NC,28211,35.17663464,-80.79964195,4,Korean;Barbeque;Bars;Restaurants;Nightlife;Sandwiches;Chicken Wings
The Italian Pie,1608 E Blvd,Charlotte,NC,28203,35.19913167,-80.84142566,3,Restaurants;Italian;Pizza
The Ivey's Hotel,127 N Tryon St,Charlotte,NC,28202,35.227924,-80.84232829,4.5,Venues & Event Spaces;Event Planning & Services;Hotels & Travel;Hotels
The Jam: CLT,2700 Dorchester Pl,Charlotte,NC,28209,35.1972991,-80.8562773,5,Active Life;Dance Studios;Fitness & Instruction
The Jewelry Stop,"7617 Pineville Matthews Rd, Ste A",Charlotte,NC,28226,35.086498,-80.8482169,5,Shopping;Jewelry;Local Services;Jewelry Repair;Watch Repair
The Joint Chiropractic Charlotte Arboretum,"8040 Providence Rd, Ste 500",Charlotte,NC,28277,35.09705344,-80.77905379,3.5,Health & Medical;Chiropractors
The Joint Chiropractic Charlotte Mallard Creek,2121 E Arbors Dr,Charlotte,NC,28262,35.337582,-80.757412,4.5,Chiropractors;Health & Medical
The Joint Chiropractic Charlotte Stonecrest,"7918 Rea Rd, B",Charlotte,NC,28277,35.05902117,-80.81311985,3,Health & Medical;Chiropractors
The Karney Law Firm,125 New Bern St,Charlotte,NC,28203,35.1997016,-80.8695765,5,Personal Injury Law;Professional Services;Lawyers
The King's Kitchen,129 W Trade St,Charlotte,NC,28202,35.227757,-80.844322,4,Southern;Restaurants;Food;American (Traditional);Bakeries
The LALA Girl Makeup & Hair Mobile Grooming,,Charlotte,NC,28209,35.1811188,-80.8488498,4.5,Cosmetics & Beauty Supply;Hair Removal;Blow Dry/Out Services;Hair Stylists;Hair Salons;Shopping;Beauty & Spas;Makeup Artists;Waxing
The Lamp Place,3108 South Blvd,Charlotte,NC,28209,35.197142,-80.870352,4,Home Decor;Customized Merchandise;Home Services;Home & Garden;Shopping Centers;Appliances & Repair;Electronics Repair;Shopping;Movers;Contractors;Lighting Fixtures & Equipment;Wholesale Stores;Local Services
The Lars Group,"3430 Toringdon Way, Ste 200",Charlotte,NC,28277,35.0682856,-80.8423921,2.5,Real Estate Services;Real Estate Agents;Real Estate;Home Services
The Lash Loft,"5511 Monroe Rd, Ste 100",Charlotte,NC,28105,35.188997,-80.7700289,2.5,Professional Services;Beauty & Spas;Eyelash Service
The LASIK Vision Institute,"330 Billingsley Rd, Ste 205",Charlotte,NC,28211,35.1898449,-80.8066255,2.5,Laser Eye Surgery/Lasik;Ophthalmologists;Health & Medical;Doctors;Optometrists
The Last Word,5744 N Tryon St,Charlotte,NC,28213,35.26469924,-80.76957072,4,Videos & Video Game Rental;Books;Mags;Music & Video;Video Game Stores;Music & DVDs;Local Flavor;Shopping;Electronics;Bookstores;Used Bookstore;Education
The Law Firm of Fink and Hayes,521 East Blvd,Charlotte,NC,28203,35.208795,-80.853288,5,Employment Law;Professional Services;Personal Injury Law;Lawyers
The Law Office of Kevin L Barnett,"130 N McDowell St, Ste C",Charlotte,NC,28204,35.220738,-80.833681,5,Professional Services;Legal Services;DUI Law;Lawyers;Criminal Defense Law
The Law Offices of Michael A. DeMayo,1211 E Morehead St,Charlotte,NC,28204,35.20963,-80.84079,2.5,Professional Services;Lawyers;Personal Injury Law
The Law Offices of Sir Ashley J Harrison,"2923 South Tryon St, Ste 220",Charlotte,NC,28203,35.201759,-80.871844,4,Professional Services;Divorce & Family Law;Lawyers;Criminal Defense Law
The Lawn Mower Guy,11820 Lansbury Ct,Charlotte,NC,28226,35.0772679,-80.840165,3,Appliances & Repair;Local Services
The Layton Law Firm,"2701 Coltsgate Rd, Ste 210",Charlotte,NC,28211,35.149007,-80.826553,5,Lawyers;Professional Services;Personal Injury Law;Bankruptcy Law
The Liberty,9816 Rea Rd,Charlotte,NC,28277,35.0365581,-80.80596824,3,Restaurants;Gastropubs;American (Traditional)
The Liberty,1812 South Blvd,Charlotte,NC,28203,35.2114719,-80.8584451,3.5,Restaurants;Burgers;Gastropubs
The Light Factory,1817 Central Ave,Charlotte,NC,28205,35.220697,-80.809002,4,Shopping;Art Galleries;Museums;Arts & Entertainment
The Lights Juicery & Cafe,16631 Lancaster Hwy,Charlotte,NC,28277,35.02335962,-80.84836486,5,Juice Bars & Smoothies;Acai Bowls;Food;Coffee & Tea
The Little Gym,"2935 Providence Rd, Ste 206",Charlotte,NC,28211,35.171127,-80.807119,5,Gymnastics;Party & Event Planning;Fitness & Instruction;Active Life;Event Planning & Services
The Living Room,"1429 Bryant St, Ste A",Charlotte,NC,28208,35.22733772,-80.86541378,5,Furniture Stores;Home & Garden;Shopping;Framing;Arts & Crafts
The Local,105 E 5th St,Charlotte,NC,28202,35.2278131,-80.8414916,3.5,Food Trucks;American (Traditional);Bars;Nightlife;Beer Gardens;Restaurants;Food
The Local Scoop,"5355 Ballantyne Commons Pkwy, Ste 100",Charlotte,NC,28277,35.06263861,-80.77354594,4.5,Food;Gelato;Ice Cream & Frozen Yogurt
The Loco Lime,1101 Central Ave,Charlotte,NC,28204,35.22178,-80.8192399,3.5,Restaurants;Mexican
The Lodge,16640 Hawfield Way Dr,Charlotte,NC,28277,35.0226574,-80.8472311,3,Bars;Restaurants;Sports Bars;Nightlife;American (Traditional);Sandwiches
The Lodge: A Sportsman's Grill,7725 Colony Rd,Charlotte,NC,28226,35.106407,-80.8077349,3.5,Nightlife;Comfort Food;Beer;Wine & Spirits;American (Traditional);Bars;Food;Restaurants;Gluten-Free;Sports Bars;Burgers
The Mad Greek of Charlotte,5011 South Blvd,Charlotte,NC,28217,35.1698647,-80.8756313,4,Diners;Cafes;Restaurants;Breakfast & Brunch;Mediterranean;Greek
The Maids of Charlotte,8633-A Monroe Road,Charlotte,NC,28212,35.1518,-80.745384,4,Carpet Cleaning;Local Services;Home Services;Home Cleaning
The Man Cave Barber Shop,516 W 10th St,Charlotte,NC,28202,35.23260772,-80.83736379,5,Beauty & Spas;Barbers
The Mandrake,333 W Trade St,Charlotte,NC,28202,35.228893,-80.845776,3.5,Sushi Bars;Wine Bars;Tapas Bars;Tapas/Small Plates;Nightlife;Restaurants;Bars
The Map Shop,1500 E Morehead St,Charlotte,NC,28207,35.204434,-80.8357324,4.5,Bookstores;Travel Services;Hotels & Travel;Books;Mags;Music & Video;Shopping
The Mayobird,1531 E Blvd,Charlotte,NC,28203,35.19988277,-80.84123593,4,Food Trucks;Sandwiches;Chicken Wings;Restaurants;Salad;American (New);Food;Soup
The Melting Pot - Charlotte,"901 S Kings Dr, Ste 140B",Charlotte,NC,28204,35.206798,-80.8351239,4.5,French;Fondue;Salad;Restaurants
The Men's Club of Charlotte,444 Tyvola Rd,Charlotte,NC,28217,35.163179,-80.887184,3.5,Bars;American (New);Nightlife;American (Traditional);Cocktail Bars;Adult Entertainment;Restaurants
The Metropolitan,1111 Metropolitan Ave,Charlotte,NC,28204,35.21244,-80.835393,4,Shopping;Shopping Centers
The Milestone,3400 Tuckaseegee Rd,Charlotte,NC,28208,35.2447056,-80.8834402,4,Nightlife;Music Venues;Arts & Entertainment
The Milky Way,1419 East Blvd,Charlotte,NC,28203,35.2010348,-80.842615,4.5,Baby Gear & Furniture;Fashion;Shopping;Maternity Wear
The Mint Apartments,425 W Trade St,Charlotte,NC,28202,35.2300325,-80.8469172,3,Real Estate;Apartments;Home Services
The Mississippi Gourmet,,Charlotte,NC,28262,35.3301529,-80.7325287,1,Food;Food Delivery Services
The Mobile Notary Guy,"427 W 8th St, Unit 108",Charlotte,NC,28202,35.233054,-80.84296,3.5,Notaries;Local Services
The Mole Hole,7741 Colony Rd,Charlotte,NC,28226,35.1068968,-80.8068567,4.5,Shopping;Flowers & Gifts
The Morehead Inn,1122 E Morehead St,Charlotte,NC,28204,35.2098129,-80.841528,3,Bed & Breakfast;Hotels;Hotels & Travel;Event Planning & Services
The Moving Masters,,Charlotte,NC,28209,35.1811188,-80.8488498,4.5,Movers;Local Services;Couriers & Delivery Services;Junk Removal & Hauling;Home Services
The Murder Mystery Company in Charlotte,401 N Tryon St,Charlotte,NC,28202,35.21256995,-80.77192148,1.5,Event Planning & Services;Nightlife;Performing Arts;Arts & Entertainment;Party & Event Planning
The Nail Bar,"2400 Park Rd, Ste J",Charlotte,NC,28203,35.1984939,-80.852635,5,Nail Salons;Eyelash Service;Hair Removal;Beauty & Spas;Waxing
The Nail Lounge,"301 S College St, Ste 210",Charlotte,NC,28202,35.22411564,-80.84478314,3.5,Beauty & Spas;Waxing;Skin Care;Hair Removal;Nail Salons
The Nailnook,"2000 South Blvd, Ste 105",Charlotte,NC,28203,35.2092456,-80.8607013,1.5,Beauty & Spas;Nail Salons
"The Naked Tart, LLC",,Charlotte,NC,28205,35.2263714,-80.7990185,5,Caterers;Specialty Food;Health Markets;Event Planning & Services;Restaurants;Gluten-Free;Desserts;Food
The Neighborhood Garage,3030 S Tryon St,Charlotte,NC,28217,35.200604,-80.873897,4.5,Transmission Repair;Auto Repair;Automotive
The New York Butcher Shoppe,2904 Selwyn Ave,Charlotte,NC,28209,35.1737508,-80.840457,3.5,Restaurants;Sandwiches;Specialty Food;Food;Meat Shops
The North Face,4400 Sharon Rd,Charlotte,NC,28211,35.1523851,-80.8321252,2,Men's Clothing;Sporting Goods;Fashion;Women's Clothing;Shopping;Shoe Stores;Department Stores;Outdoor Gear;Sports Wear
The Olde Mecklenburg Brewery,215 Southside Dr,Charlotte,NC,28217,35.185498,-80.880978,4,Restaurants;Venues & Event Spaces;German;Food;Breweries;Event Planning & Services
The Olde Mecklenburg Brewery,4150 Yancey Rd,Charlotte,NC,28217,35.187442,-80.881973,4,Event Planning & Services;Restaurants;Food;Breweries;Venues & Event Spaces;German
The Olive Tap,"15235 John J Delaney Dr, Ste E",Charlotte,NC,28277,35.05356598,-80.8482666,4.5,Specialty Food;Food
The Orange Olive Hair Gallery,2824 N Davidson St,Charlotte,NC,28205,35.2448255,-80.8092025,4,Hair Salons;Beauty & Spas
The Original Brooklyn Water Bagel,"15105 John J Delaney Dr, Ste F",Charlotte,NC,28277,35.0531562,-80.8471264,4,Food;Coffee & Tea;Breakfast & Brunch;Restaurants;Bagels
The Original Mattress Factory,8200 South Blvd,Charlotte,NC,28273,35.1246906,-80.8795992,2.5,Home & Garden;Mattresses;Furniture Stores;Shopping
The Overlook,839 Scaleybark Rd,Charlotte,NC,28209,35.181883,-80.863632,1.5,Real Estate;Apartments;Home Services
The Packhouse,500 E Morehead St,Charlotte,NC,28202,35.21677546,-80.84733745,3.5,Southern;Restaurants;American (Traditional)
The Palm Charlotte,6705-B Phillips Pl Ct,Charlotte,NC,28210,35.1468168,-80.8277649,3.5,Restaurants;Seafood;Steakhouses;American (Traditional)
The Paper Doll Lounge,3221 Wilkinson Blvd,Charlotte,NC,28208,35.2236722,-80.8936825,2,Adult Entertainment;Bars;Lounges;Cocktail Bars;Nightlife
The Park Expo & Conference Center,2500 E Independence Blvd,Charlotte,NC,28205,35.2068416,-80.7978517,3,Event Planning & Services;Venues & Event Spaces
The Paw Sitter,,Charlotte,NC,28209,35.1811188,-80.8488498,5,Pet Transportation;Pet Sitting;Pets;Dog Walkers;Pet Services
The Peace Pipe,"204 W Woodlawn Rd, Ste H",Charlotte,NC,28217,35.1813839,-80.8839284,5,Wine Bars;Coffee & Tea;Nightlife;Beer Bar;Lounges;Gay Bars;Food;Bars;Hookah Bars;Cocktail Bars
The Peaceful Dragon,12610 Steele Creek Rd,Charlotte,NC,28273,35.12172,-80.982747,4,Fitness & Instruction;Martial Arts;Restaurants;Gyms;Active Life
The Peculiar Rabbit,1212 Pecan Ave,Charlotte,NC,28205,35.2194153,-80.8137099,3,Gastropubs;British;Asian Fusion;American (New);Restaurants
The Penguin Drive-In,1921 Commonwealth Ave,Charlotte,NC,28205,35.21902166,-80.81242675,3,Diners;American (Traditional);Restaurants
The People's Market at Dilworth,1315 East Blvd,Charlotte,NC,28203,35.20148357,-80.84369343,3.5,Beverage Store;Restaurants;Food;Delis;Cafes
The Pest Control Authority,4331 Monroe Rd,Charlotte,NC,28205,35.194633,-80.7869654,5,Wildlife Control;Local Services;Pest Control
The Philosophers Stone Tavern,1958 E 7th St,Charlotte,NC,28204,35.2125537,-80.8185878,3.5,Pubs;Restaurants;Bars;Music Venues;Arts & Entertainment;Nightlife;American (Traditional)
The Photo Classroom,8609 Timbercrest Cir,Charlotte,NC,28226,35.083402,-80.860206,5,Photography Classes;Event Planning & Services;Specialty Schools;Education;Photographers
The Pick-It Furniture,4520 Monroe Rd,Charlotte,NC,28205,35.19383397,-80.78412831,4.5,Furniture Stores;Home & Garden;Home Services;Shopping;Refinishing Services;Furniture Reupholstery;Local Services;Interior Design
The Piedmont at Ivy Meadow,1301 Ivy Meadow Dr,Charlotte,NC,28213,35.2915452,-80.7293902,1,Property Management;Home Services;Apartments;Real Estate
The Pillar Pub,"312 North Myers St, Ste 109",Charlotte,NC,28202,35.222791,-80.833312,4,Pubs;Nightlife;Bars
The Pink Hanger,"2935 Providence Rd, Ste 103",Charlotte,NC,28211,35.1705929,-80.8066316,4,Fashion;Shopping;Women's Clothing
The Pizza Peel,4422 Colwick Rd,Charlotte,NC,28211,35.1766688,-80.7978683,4,Restaurants;Bars;Nightlife;Pizza;Italian
The Pizza Peel,1600 Central Ave,Charlotte,NC,28205,35.220076,-80.8119934,3.5,Pizza;Bars;Restaurants;Italian;Nightlife
The Place For Flowers,548 Griffith Rd,Charlotte,NC,28217,35.159045,-80.8853199,4,Florists;Shopping;Flowers & Gifts
The Plated Palette,500 N Tryon St,Charlotte,NC,28208,35.212973,-80.9097127,3.5,Street Vendors;Food;Food Trucks
The Plaza at 2 Wachovia Center,"401 S Tryon St, Ste 170",Charlotte,NC,28202,35.2246161,-80.8464246,4,Local Flavor
The Pointe Apartments by Cortland,6530 Free Throw Ct,Charlotte,NC,28217,35.16164236,-80.90060727,2,Real Estate;Apartments;Home Services
The Porch Swing Spa,1324 Berkeley Ave,Charlotte,NC,28204,35.2102331,-80.8399173,5,Health & Medical;Massage Therapy;Hair Removal;Skin Care;Beauty & Spas
"The Portal, Metaphysical Books & Gifts",1825 E 7th St,Charlotte,NC,28204,35.2141844,-80.8199276,3.5,Shopping;Bookstores;Books;Mags;Music & Video;Jewelry
The Porter's House,7417 Waverly Walk Ave,Charlotte,NC,28277,35.05095773,-80.76636608,3.5,Restaurants;Steakhouses
The Preserve at Ballantyne Commons,11280 Foxhaven Dr,Charlotte,NC,28277,35.055789,-80.819772,2,Apartments;Real Estate;Home Services
The Press Box,1627 Montford Dr,Charlotte,NC,28209,35.170972,-80.848663,3,Restaurants;Bars;American (Traditional);Nightlife;Sports Bars
